#meta  sampleObjType=ClassifiedHtSample moduleName=htMLsample
knownClassName|ID|curationState|studytype|experimenttype|modification_date|titleLength|descriptionLength|title|description
Yes|GSE26615|Done|Baseline|transcription profiling by array|2018-12-19|97|724|__mice uterus express profil dure peri implant pre implant vs post implant|anaylsi differenti express gene of __mice peri implant uteri compar pre implant uteri day2 day3 and day4 with post implant uteri day6 day7 and day8 by microassay this studi has built meaning basi for futur investig in elucid the molecular natur of matern fetal interact dure pregnanc establish and mainten pre implant uteri vs post implant uteri three biolog replic of each experi pre implant uteri day2 day3 and day4 mixtur of post implant uteri day6 day7 and day8 two hybrid were perform by use revers fluoresc strategi cy3 cy5 for each sampl total rna post implant uteri day6 day7 and day8 pre implant uteri day2 day3 and day4 kunm chines variant of swiss __mice mus musculus
Yes|GSE26240|Done|WT vs. Mutant|transcription profiling by array|2018-01-15|100|991|express analysi of fulli grown oocyt collect from __mice __genotyp hsf1 __genotyp or hsf2 __genotyp|investig of whole genom gene express level chang in oocyt hsf1 __genotyp or hsf2 __genotyp compar to __genotyp the __genotyp analyz in this studi are further describ in mcmillan dr xiao shao grave benjamin ij target disrupt of heat shock transcript factor abolish thermotoler and protect against heat induc apoptosi biol chem and in mcmillan dr christian forster xiao connel plumier jc zuo richardson morgan benjamin ij heat shock transcript factor is not essenti for embryon develop fertil or __mouse_ag cognit and psychomotor function in __mice mol cell biol microarray studi use two technic replic of total rna recov from __genotyp fulli grown oocyt hsf1 __genotyp fulli grown oocyt and hsf2 __genotyp fulli grown oocyt each microarray measur the express level of probe set from mus musculus with nine mer probe pair per gene week old __mice oocyt fulli grown gv germin vesicul stage femal hsf1 __genotyp hsf2 __genotyp __genotyp mix svj and c57bl total rna mus musculus oocyt hsf1 __genotyp mus musculus oocyt hsf2 __genotyp mus musculus oocyt __genotyp mus musculus
Yes|GSE27891|Done|Baseline|transcription profiling by array|2018-01-10|84|411|mirna express profil of frontal cortex and hippocampus from __mouse_ag c57bl __mice|we use affymetrix mirna array to analyz the express of mirna in the frontal cortex and hippocampus of week old c57bl __genotyp __mice we compar these microarray base express profil to one obtain by mirna sequenc from the same brain region of the same __mice strain mirna express profil of frontal cortex and hippocampus from c57bl __mice was perform with affymetrix mirna array week male __genotyp total rna frontal cortex hippocampus c57bl mus musculus frontal cortex hippocampus __mice were orderd at week of __mouse_ag and singl hous for week they were sacrif by cervic disloc at am brain were quick remov rins with pbs and place on filter paper on petri dish fill with ice frontal cortex cortic tissu dissect from slice span bregma and the entir hippocampus were dissect and immedi frozen in liquid nitrogen and store at until rna extract
Yes|GSE27979|Done|Baseline|RNA-Seq|2018-01-10|73|1774|mirna express profil from __mouse_ag __mice frontal cortex and hippocampus|microrna mirna are small regulatori molecul that caus post transcript gene silenc although some mirna are known to have region specif express pattern in the __mouse_ag brain the function consequ of the region specif to the gene regulatori network of the brain nuclei are not clear therefor we studi mirna express pattern by mirna seq in two brain region frontal cortex fcx and hippocampus hp which have separ biolog function we identifi mirna from fcx and from hp sever mirna famili and cluster were differenti express between fcx and hp includ the mir famili mir mir mir cluster and mir mir cluster overexpress in fcx and mir famili overexpress in hp to visual the cluster we develop support for view genom align of mirna seq read in the chipster genom browser we carri out pathway analysi of the predict target gene of differenti express mirna famili and cluster to assess their putat biolog function interest specif pathway were identifi that are predict to be regul by sever mirna from the same famili cluster we have develop mirna seq approach with bioinformat analysi workflow that is suitabl for studi mirna express pattern from specif brain nuclei fcx and hp were shown to have distinct mirna express pattern which were reflect in the predict gene regulatori pathway this methodolog can be appli for the identif of brain region specif and phenotyp specif mirna mrna regulatori network from the __mouse_ag and develop rodent brain mirna seq of replic from frontal cortex replic from hippocampus and pool sequenc run from both week total rna small rnas frontal cortex hippocampus c57bl mus musculus frontal cortex hippocampus __mice were orderd at week of __mouse_ag and singl hous for week they were sacrif by cervic disloc at am brain were quick remov rins with pbs and place on filter paper on petri dish fill with ice frontal cortex cortic tissu dissect from slice span bregma and the entir hippocampus were dissect and immedi frozen in liquid nitrogen and store at until rna extract
Yes|GSE26076|Done|WT vs. Mutant|transcription profiling by array|2017-09-28|117|1935|__mice conjunctiv fornic gene express dure __mouse_ag develop and it regul by kruppel like factor|purpos to identifi the chang in __mouse_ag __mice conjunctiv fornic gene express and their regul by klf4 around eye open stage when the goblet cell first appear method laser captur microdissect was use to collect conjunctiv fornic epitheli cell from __mouse_ag day pn pn14 and pn20 __genotyp __genotyp and pn14 klf4 condit null klf4cn __mice where goblet cell are absent develop present and miss respect microarray were use to compar gene express among these four group express of select gene was valid by rt pcr and spatiotempor express assess by in situ hybrid result we identifi and gene that were upregul and and gene that were downregul between pn9 and pn14 pn14 and pn20 pn9 and pn20 and pn14 __genotyp and klf4cn conjunctiva respect transcript factor spdef foxa1 and foxa3 that regul goblet cell develop in other mucos epithelia and epitheli specif et ese transcript factor famili member were upregul dure conjunctiv develop mesenchym epitheli transit met was favor and divers pathway relat to glycoprotein biosynthesi mucos immun signal endocyt and neural regul were affect dure conjunctiv develop conjunctiv klf4 target gene differ signific from the previous identifi corneal klf4 target gene impli tissu depend regulatori target for klf4 conclus we have identifi the chang in gene express accompani __mice conjunctiv develop and the role of klf4 in this process these studi provid new probe to studi conjunctiv epitheli develop and function and reveal that the gene regulatori network requir for goblet cell develop is conserv across differ mucos epithelia three independ sampl in each of four development group post natal day post natal day post natal day klf4 condit __knockout __genotyp total rna epitheli layer of __mice conjunctiv fornix mix background mus musculus
Yes|GSE29091|Done|Baseline|transcription profiling by array|2017-09-28|60|526|alter of microrna express dure __mice brain grow|we investig express profil of mirna in the process of normal __mice brain grow from __mouse_ag to one year old by mean of dna microarray the result indic that major chang in the express of mirna occur in the brain within the first week to the fourth week postnat the data also exhibit mirna which gradual increas and not decreas in their level over the cours of brain grow thirti eight sampl prepar from various age __mice were analyz experi were duplic male month old year old month old month old __mouse_ag __mouse_ag day __mouse_ag day other icr __mice cerebellum icr __mice cerebrum icr __mice hippocampus icr mus musculus cerebellum cerebrum hippocampus
Yes|GSE29538|Done|WT vs. Mutant|transcription profiling by array|2018-08-21|125|733|express data of small intestin crypt and villi from __mice with nutrit and genet risk factor for intestin __tumor|nutrit and genet risk factor for intestin __tumor are addit on __mice __tumor phenotyp demonstr that diet and genet factor impact risk by distinct combinatori mechan we analyz express profil of small intestin crypt and villi from __mice with nutrit and genet risk factor the result advanc our understand of the mechanist role play by major risk factor in the pathogenesi of intestin __tumor small intestin crypt and villi from __mice with nutrit ain76a nwd1 and nwd2 and genet risk factor __genotyp apc1638n and p21 __genotyp were collect for rna extract and analysi use the affymetrix ivt express microarray three or four replic per tissu risk factor year month ain76a nwd1 nwd2 apc1638n p21 __genotyp __genotyp total rna crypt from month old apc1638n __mice crypt from month old p21 __genotyp __mice crypt from month old __genotyp __mice crypt from __mice fed with ain76a for year crypt from __mice fed with nwd1 for year crypt from __mice fed with nwd2 for year villus from month old apc1638n __mice villus from month old p21 __genotyp __mice villus from month old __genotyp __mice villus from __mice fed with ain76a for year villus from __mice fed with nwd1 for year villus from __mice fed with nwd2 for year c57bl mus musculus crypt villus upon wean __mice use for the dietari studi were random into group and fed with differ diet ain76a nwd1 and nwd2 for year __mice for the genet studi were fed with ain76a for month
Yes|GSE24691|Done|WT vs. Mutant|transcription profiling by array|2019-01-15|58|420|pten intact and null prostat in intact and castrat __mice|we perform express profil of prostat of month __genotyp and pten null __mice and assess the respons to day of castrat seven three month old __genotyp and pbcre pten pten null __mice were use they are in the c57b6 background three __mice in each group were castrat three day after castrat the prostat were harvest and rna isol by standard protocol and analyz by express profil castrat intact pbcre pten __genotyp total rna prostat __mice prostat c57b6 mus musculus __mice were either castrat or left intact and rna was isol day after castrat
Yes|GSE24513|Done|Baseline|transcription profiling by array|2018-07-31|50|838|express data from p4 and p10 __mice optic nerv|optic nerv are an access part of the cns provid sourc of glia without the presenc of neuron cell bodi therefor an analysi was carri out of gene express in optic nerv at p4 befor myelin begin and at p10 when myelin is veri activ proceed the goal was to obtain profil of the chang gene express that accompani this transit from unmyelin cns nerv to myelin nerv two microarray experi were combin here in the first rna was prepar from the optic nerv of p4 c57bl __mice and p10 c57bl __mice in the second experi rna was prepar from the optic nerv of p4 c57bl __mice and two group of p10 c57bl __mice in total there are p4 rna sampl and p10 rna sampl be hybrid to affymetrix genechip for __mice express p10 p4 total rna optic nerv at p4 optic nerv p10 __mice pup optic nerv p4 __mice pup optic nerv p10 __mice pup c57bl mus musculus optic nerv
Yes|GSE27088|Done|WT vs. Mutant|transcription profiling by array|2018-12-19|109|1011|the comparison of gene express profil in the amygdala between the __genotyp and neuropsin __knockout __mice|extracellular proteolysi contribut to fear associ respons by facilit neuron plastic at the neuron matrix interfac serin proteas neuropsin is critic for stress relat plastic in the amygdala by regul the strength of ephb2 nmda receptor interact control the express of fear relat gene and anxieti like behavior to look for downstream effect of neuropsin mediat disassembl of the ephb2 nr1 complex we analyz gene express in the amygdala of __genotyp and neuropsin __genotyp __mice __genotyp control and neuropsin __genotyp __mice were anaesthetis and perfus transcardi with ice cold pbs the brain were remov and dissect use vibrat microtom amygdala were dissect from coron slice and were store in rnalat until process the amygdala have been isol from brain of neuropsin __genotyp and __genotyp control anim rna pull from anim has been revers transcrib and hybrid with genechip __mice exon st affymetrix array c57bl neuropsin __genotyp __knockout __genotyp total rna ko_1 ko_2 ko_3 ko_4 ko_5 wt_1 wt_2 wt_3 wt_4 wt_5 mus musculus brain amygdala
Yes|GSE28496|Done|Baseline|transcription profiling by array|2018-01-10|117|1138|dissect stage of the notch signal pathway dure kidney develop by oligonucleotid array sequenc analysi|sampl __mouse_ag __mouse_ag e14 __mouse_ag __mouse_ag we aim to screen out differ gene express profil in embryo kidney on differ gestat stage of the notch signal pathway result from the various studi compon can help to screen import candid gene dure embryon kidney develop keyword embryo kidney develop notch signal pathway oligonucleotid array sequenc analysi the oligo gearray assay compris various compon rna isol asses rna yield and qualiti crna label and synthesi hybrid chemiluminesc detect and imag acquisit and data analysi sampl __mouse_ag this studi has been accomplish with embryo kidney on gestat technic replic sampl __mouse_ag this studi has been accomplish with embryo kidney on gestat technic replic sampl e14 this studi has been accomplish with embryo kidney on gestat technic replic sampl __mouse_ag this studi has been accomplish with kidney on gestat technic replic sampl __mouse_ag this studi has been accomplish with embryo kidney on gestat technic replic gestat gestat gestat gestat gestat total rna embryo kidney on gestat embryo kidney on gestat embryo kidney on gestat embryo kidney on gestat embryo kidney on gestat mus musculus embryo kidney
Yes|GSE28643|Done|WT vs. Mutant|transcription profiling by array|2019-01-15|46|531|apod modul __mice cerebellar transcriptom|the lipocalin apolipoprotein apod known to protect the nervous system against oxid stress os in model organ is up regul earli in the __mice brain in respons to the ros generat paraquat pq howev the process trigger by this up regul have not been explor we present here studi of the effect of apod on the earli transcript chang upon os in the __mice cerebellum use microarray profil apod __knockout and transgen __mice over express apod in neuron are compar to __genotyp control __mouse_ag day old male apod __knockout human apod transgen gain of function __genotyp __genotyp __genotyp total rna apod __knockout human apod transgen gain of function __genotyp paraquat apod __knockout paraquat human apod transgen gain of function __genotyp paraquat __genotyp __genotyp mus musculus cerebellum nine __mice of each genotyp were either __treat with singl intraperiton inject of pq mg kg in steril salin experiment group or similar volum of steril salin control group six hour after inject each __mice was euthan with co2 and the cerebellum was immedi remov and frozen
Yes|GSE26299|Done|WT vs. Mutant|transcription profiling by array|2017-04-18|44|1827|gene express profil in dba glaucoma|in this studi that was specif design to identifi earli stage of glaucoma in dba __mice we use genom wide express profil and seri of comput method our method success subdivid eye with no detect glaucoma by convent assay into molecular defin stage of diseas these stage repres tempor order sequenc of glaucoma state use an array of tool we then determin network and biolog process that are alter at these earli stage our strategi prove veri sensit suggest that similar approach will be valuabl for uncov earli process in other complex later onset diseas earli chang includ upregul of both the complement cascad and endothelin system and so we test the therapeut valu of separ inhibit them __mice with __genotyp in the complement compon gene c1qa were robust protect from glaucoma with the protect be among the greatest report similar inhibit of the endothelin system was strong protect sinc edn2 is potent vasoconstrict and was produc by microgli macrophag our data provid novel link between these cell type and vascular dysfunct in glaucoma target earli event such as the upregul of the complement and endothelin pathway may provid effect new __treat for human glaucoma genom wide assess of gene express chang was perform in dba __mice the optic nerv head and retina from dba eye at month of __mouse_ag were separ profil these eye were select as they encompass rang of glaucoma sever two control group were also includ eye from month old d2 gpnmb __mice __mouse_ag and strain match no glaucoma control and eye from month old dba __mice young pre glaucoma month month femal femal control glaucoma total rna moder glaucoma no glaucoma no or earli glaucoma preglaucoma sever glaucoma no radiat __treat onh moder glaucoma onh no glaucoma onh no or earli glaucoma onh preglaucoma onh sever glaucoma retina moder glaucoma retina no glaucoma retina no or earli glaucoma retina sever glaucoma d2 gpnmb dba dba gpnmb mus musculus optic nerv head retina
Yes|GSE25076|Done|Baseline|transcription profiling by array|2019-01-04|101|691|hypothalam express differ between hypertens bph and normotens bpn __mice strain|identif of hypothalam gene whose express differ between high blood pressur bph and normal blood pressur bpn schlager __mice strain at __mouse_ag week young and week matur use affymetrix genechip __mice gene st array the whole hypothalamus was remov from young week old and __mouse_ag week old bph hypertens __mice and __mouse_ag match normotens bpn __mice group at peak of blood pressur no pool was perform after extract of rna crna was prepar and array perform use affymetrix genechip __mice gene st array at the ramaciotti gene function analysi facil univers of new south wale in sydney australia week week hypertens normotens male total rna male bph hypothalamus week old male bph hypothalamus week old male bpn hypothalamus week old male bpn hypothalamus week old bph bpn mus musculus hypothalamus standard anim hous __treat
Yes|GSE24122|Done|WT vs. Mutant|transcription profiling by array|2019-03-14|66|504|__mice embryo heart __mouse_ag avc control vs tbx3 hypomorph __genotyp|transcript profil of the atrioventricular canal from __mouse_ag __mice heart compar __genotyp control with tbx3 gh hypomorph __genotyp microdissect tissu the goal was to identifi direct and indirect target of the transcript factor tbx3 becaus tbx3 is express in the avc and hypomorph develop embryon av conduct block at __mouse_ag two condit experi __genotyp control and tbx3 __genotyp avc tissu tissu from heart was pool to make each sampl biolog replic __mouse_ag sv129 c57bl6 tbx3 __genotyp __genotyp control total rna avc_c1 avc_c2 avc_c3 avc_c4 avc_m1 avc_m2 avc_m3 avc_m4 mus musculus heart avc embryo harvest in ice cold pbs at on __mouse_ag heart avc tissu sampl micro dissect and place in rlt buffer then frozen at until all sampl collect
Yes|GSE28207|Done|Baseline|RNA-Seq|2018-01-10|95|225|two step rna sequenc identifi tissu specif landscap of sens antisens transcript|we report the complex of the polyadenyl transcriptom of the __mice intestin tract assess by two step rna sequenc screen and verif of non annot transcript unit by differ rna seq protocol smart cdna synthesi and fragment librari construct whole transcriptom analysi kit polyadenyl rna total rna colon total tissu small intestin total tissu c57bl mus musculus colon small intestin
Yes|GSE27568|Done|WT vs. Mutant|transcription profiling by array|2017-05-11|25|562|ubb __knockout __mice testi|analysi of ubb __knockout __mice test at and dpp ubiquitin ub is an essenti protein found in all eukaryot cell and play import role in varieti of cellular function includ germ cell develop target disrupt of the polyubiquitin gene ubb result in male and femal infertil in __mice with germ cell arrest at meiotic prophas whole test from __genotyp __genotyp and ubb __genotyp __knockout __mice were harvest at and day postpartum total rna was extract and hybrid to affymetrix __mice genom array ubb __knockout __genotyp total rna ubb __knockout testi __genotyp testi ubb __knockout testi __genotyp testi ubb __knockout testi __genotyp testi ubb __knockout testi __genotyp testi mus musculus testi
Yes|GSE27483|Done|Baseline|transcription profiling by array|2018-10-16|62|2130|bone microarray profil from the hybrid __mice divers panel|signific advanc have been made in the discoveri of gene affect bone miner densiti bmd howev our understand of it genet basi remain incomplet in the current studi genom wide associ gwa and co express network analysi was use in the recent describ hybrid __mice divers panel hmdp to identifi and function character novel bmd gene in the hmdp gwa of total bodi spinal and femor bmd reveal four signific associ log10p affect at least one bmd trait on chromosom chrs and the associ implic total of gene with each associ harbor between and gene this list was reduc to function candid by identifi those gene that were regul by local eqtl in bone or harbor potenti function non synonym ns snps this analysi reveal that the most signific bmd snp on chr was ns snp in the addit sex comb like asxl2 gene that was predict to be function the involv of asxl2 in the regul of bone mass was confirm by the observ that asxl2 __knockout __mice had reduc bmd to begin to unravel the mechan though which asxl2 influenc bmd gene co express network was creat use cortic bone gene express microarray data from the hmdp strain asxl2 was identifi as member of co express gene modul enrich for gene involv in the differenti of myeloid cell in bone osteoclast are bone resorb cell of myeloid origin suggest that asxl2 may play role in osteoclast differenti in agreement the __knockdown of asxl2 in bone marrow macrophag impair their abil to form osteoclast this studi identifi new regul of bmd and osteoclastogenesi and highlight the power of gwa and system genet in the __mice for dissect complex genet trait rna from cortic bone femor diaphysi free of marrow were profil from hybrid __mice divers panel strain were profil sixteen week old male __mice were use in this studi total of __mice per strain were array sixteen week old male total rna femur svj akr axb1 pgnj axb10 pgnj axb12 pgnj axb13 pgnj axb15 pgnj axb19 pgnj axb19a pgnj axb19b pgnj axb2 pgnj axb23 pgnj axb24 pgnj axb4 pgnj axb5 pgnj axb6 pgnj axb8 pgnj b6cc3 kccj balb cj btbr tf bub bnj bxa1 pgnj bxa11 pgnj bxa12 pgnj bxa13 pgnj bxa14 pgnj bxa16 pgnj bxa2 pgnj bxa24 pgnj bxa25 pgnj bxa26 pgnj bxa4 pgnj bxa7 pgnj bxa8 pgnj bxd1 tyj bxd11 tyj bxd12 tyj bxd13 tyj bxd14 tyj bxd15 tyj bxd16 tyj bxd18 tyj bxd19 tyj bxd2 tyj bxd20 tyj bxd21 tyj bxd24a tyj bxd24b tyj bxd27 tyj bxd28 tyj bxd29 tyj bxd31 tyj bxd32 tyj bxd33 tyj bxd34 tyj bxd36 tyj bxd38 tyj bxd39 tyj bxd40 tyj bxd42 tyj bxd5 tyj bxd6 tyj bxd8 tyj bxd9 tyj bxh10 tyj bxh14 tyj bxh19 tyj bxh2 tyj bxh20 kccj bxh22 kccj bxh4 tyj bxh6 tyj bxh7 tyj bxh8 tyj bxh9 tyj c3h hej c57bl c57l c58 cast eij cba ce dba fvb nj lnj kk hlj lg lp ma myj nod ltj non ltj nzb blnj nzw lacj pl riii sea gnj sm swr mus musculus femur
Yes|GSE19633|Done|Baseline|transcription profiling by array|2017-01-16|120|1105|comparison of the testicular transcriptom of chromosom and the mitochondri genom between two __mice speci|we use tile array to compar the testicular express of chromosom and the mitochondri genom between mus domesticus and mus spretus we found an excess of dysregul non code rnas on chromosom this group consist of intron antisens rnas intergen rnas and also prematur form of piwi interact rnas pirna the uniqu transcript regul in spermatogenesi is characterist of chromosom it is subject to meiotic transcript silenc which is accompani by generat chromosom retrogen on autosom we found strike dysregul of the g6pdx g6pd2 parent retrogen pair between the __mice speci the postmeiot express of g6pdx in mus spretus point out the continu evolut of chromosom silenc and provid clue for regulatori chang which accompani the out of gene flow comparison between sampl of mus spretus and sampl of mus domesticus c57bl b6 the supplementari file gse19633_spr_v_b6 bed contain the chromosom local of the probe togeth with logfc and adjust valu month male total rna b6 spretus c57bl b6 mus musculus domesticus mus spretus test
Yes|GSE26816|Done|WT vs. Mutant|transcription profiling by array|2017-09-28|123|682|compar gene express of __mice pancreat specif transcript factor ptf1a p48 in pancreat progenitor cell|ptf1a was identifi as the essenti transcript factor which control pancreat exocrin enzym express with lineag trace experi ptf1a was recogn as an import pancreat progenitor transcript factor and ptf1a null __mice do not develop pancrea we use gene express array to determin the global differ in express level when pancreat progenitor cell are expand in ptf1a __genotyp versus null __genotyp at __mouse_ag ptf1a __mouse_ag dorsal pancrea total rna from pool of embryo was twice linear amplifi and hybrid to affymetrix genechip __mice genom in triplic for the ptf1a __knockout and in duplic for the ptf1a __genotyp __mouse_ag __genotyp null __genotyp total rna ptf1a __genotyp __mice mgi c57bl mus musculus dorsal pancrea dorsal pancreat bud were dissect and the mesenchym was remov by mechanc dissect individu bud were frozen in of rna lysi buffer until the genotyp was determin
Yes|GSE26743|Done|WT vs. Mutant|transcription profiling by array|2017-09-28|122|2533|an enu induc point __genotyp in the __mice btaf1 gene caus post gastrul embryon lethal and protein instabl|the __mice btaf1 gene an ortholog of yeast mot1 encod high conserv general transcript factor the function of this snf like atpas has been studi main in yeast and human cell which has reveal that it bind direct to tbp form the tfiid complex this complex bind to core promot of rna polymeras ii transcrib gene and of crucial import btaf1 tbp interact have been shown to affect the kinet of tbp promot interact here we report the isol of __mice line carri btaf1 allel contain an enu induc point __genotyp that caus substitut __genotyp in the btaf1 atpas domain embryo __genotyp for this loss of function __genotyp appear to be morpholog normal until earli __mouse_ag stage but die between __mouse_ag and display growth arrest and edema analys in vitro suggest that the alter protein is less stabl and independ from this function impair in releas of tbp from chromatin but not in bind to tbp microarray screen for gene with alter express in the btaf v1330m __genotyp as compar to __genotyp embryo was perform with rna from whole embryo we compar mrna transcript from pool of btaf1 __genotyp and btaf1 __genotyp embryo where possibl we use __mouse_ag embryo stage we consid to be immedi prior to the emerg of percept phenotyp the experi were done in duplo two set of comparison were made in one case stage match number of __mouse_ag count was the highest prioriti in the other case the pool were design such that maximum number of litter mate were compar while differ of up to five __mouse_ag was allow cdnas were synthes and cy cy label crnas were generat by use low rna input fluoresc linear amplif kit agil technolog santa clara ca the label crnas were hybrid on agil whole __mice genom dual color microarray g4122f two dye swap experi were perform result in four individu array microarray signal and background inform were retriev with featur extract v9 agil technolog all data analys were perform by use arrayassist stratagen inc la jolla ca and microsoft excel microsoft corpor redmont wa genet background c57bl were mutagen and cross against fvb nj __mice for posit map the background of the __mice use in the experi is hybrid c57bl fvb nj with percentag fvb between and btaf1 __genotyp __genotyp total rna whole embryo c57bl fvb nj mus musculus btaf1 v1330m __genotyp were compar to __genotyp embryo
Yes|GSE23497|Done|WT vs. Mutant|transcription profiling by array|2019-01-11|101|2100|identif of gene that elicit disus muscl atrophi via the transcript factor p50 and bcl|skelet muscl atrophi is debilit condit associ with weak fatigu and reduc function capac nuclear factor kappab nf kappab transcript factor play critic role in atrophi __knockout of gene encod p50 or the nf kappab co transactiv bcl abolish disus atrophi and thus they are nf kappab factor requir for disus atrophi we do not know howev the gene target by nf kappab that produc the atrophi phenotyp here we identifi the gene requir to produc disus atrophi use gene express profil in __genotyp compar to nfkb1 gene encod p50 and bcl defici __mice there were and gene upregul in __genotyp __mice due to unload that were not upregul in nfkb1 __genotyp and bcl __genotyp __mice respect and so these gene were consid direct or indirect target of p50 and bcl all of the p50 gene target were contain in the bcl gene target list most gene were involv with protein degrad signal translat transcript and transport to identifi direct target of p50 and bcl we perform chromatin immunoprecipit of select gene previous shown to have role in atrophi trim63 murf1 fbxo32 mafbx ubc ctsl runx1 tnfrsf12a tweak receptor and cxcl10 ip show increas bcl bind to kappab site in unload muscl and thus were direct target of bcl p50 bind to the same site on these gene either did not chang or increas support the idea of p50 bcl bind complex p65 bind to kappab site show decreas or no bind to these gene with unload fbxo9 psma6 psmc4 psmg4 foxo3 ankrd1 carp and eif4ebp1 did not show chang in p65 p50 or bcl bind to kappab site and so were consid indirect target of p50 and bcl this work repres the first studi to use global approach to identifi gene requir to produc the atrophi phenotyp with disus __mice were use base on __mice per group __mice genotyp __genotyp nfkb1 __genotyp bcl3 __genotyp and condit weight bear and unload male bcl3 __genotyp nfkb1 __genotyp __genotyp day of hind limb unload weight bear total rna gastrocnemius and plantari muscl from bcl3 __genotyp __mice with day of hind limb unload gastrocnemius and plantari muscl from bcl3 __genotyp __mice weight bear control gastrocnemius and plantari muscl from nfkb1 __genotyp __mice with day of hind limb unload gastrocnemius and plantari muscl from nfkb1 __genotyp __mice weight bear control gastrocnemius and plantari muscl from __genotyp __mice with day of hind limb unload gastrocnemius and plantari muscl from __genotyp __mice weight bear control b6129pf2 b6 nfkb1tm1bal fvb bcl3tm1ver mus musculus gastrocnemius and plantari muscl after day of acclim __mice were random assign to weight bear wb or hind limb unload hu group __mice in the hu group were hind limb unload for day use method describ previous hunter rb the use of anim in this studi was approv by the institut anim care and use committe of boston univers
Yes|GSE84665|Done|WT vs. Mutant|RNA-Seq|2018-02-21|81|1665|femal __mice lack xist rna show partial dosag compens and surviv to term|chromosom inactiv xci compens for differ in chromosom number between male and femal mammal xci is orchestr by xist rna whose express in earli develop lead to transcript silenc of one chromosom in the femal __knockout studi have establish requir for xist with inviabl of femal embryo that inherit an xist delet from the father here we report that femal __mice lack xist rna can surpris develop and surviv to term xist null femal are born at lower frequenc and are smaller at birth but organogenesi is most normal transcriptom analysi indic signific overexpress of hundr of link gene across multipl tissu therefor xist null __mice can develop to term in spite of defici of dosag compens howev the degre of autosom dosag imbal was less than anticip to fold thus partial dosag compens can be achiev without xist support the idea of inher genom balanc nevertheless to date none of the __genotyp __mice has surviv beyond wean stage sudden death is associ with failur of __mouse_ag organ matur our data suggest xist independ mechan of dosag compens and demonstr that small deviat from autosom balanc can have profound effect on overal fit rna sequenc of tail tip fibroblast ttfs spleen liver and heart tissu from xist null and control femal __mice sequenc perform with read length on illumina hiseq2000 or data consist of biolog replic for ttfs dataset and biolog replic for tissu dataset femal xist __genotyp delet xist __genotyp delet total rna post natal day brain femal post natal day liver femal post natal day spleen femal primari tail tip fibroblast femal mus musculus brain liver primari tail tip fibroblast spleen
Yes|GSE84063|Done|WT vs. Mutant|RNA-Seq|2019-03-04|84|1596|myocardin relat transcript factor are requir for skelet muscl develop|myocardin relat transcript factor mrtfs play central role in the regul of actin express and cytoskelet dynam stimuli that promot actin polymer allow for shuttl of mrtfs to the nucleus where they activ serum respons factor srf regul of actin and other cytoskelet protein gene srf is an essenti regul of skelet muscl differenti and numer compon of the muscl sarcomer but the potenti involv of mrtfs in skelet muscl develop has not been examin we explor the role of mrtfs in muscl develop in vivo by generat __genotyp __mice harbor skelet muscl specif delet of mrtf and global delet of mrtf these doubl __knockout dko __mice were abl to form sarcomer dure embryogenesi howev the sarcomer were abnorm small and disorgan caus skelet muscl hypoplasia and perinat lethal transcriptom analysi demonstr dramat dysregul of actin gene in mrtf dko __mice highlight the import of mrtfs in actin cycl and myofibrillogenesi mrtfs were also necessari for the surviv of skelet myoblast and for the effici format of intact myotub our find reveal central role for mrtfs in sarcomer format dure skelet muscl develop and point to the potenti involv of these transcript coactiv in skelet myopathi gene express profil was generat compar __genotyp __genotyp and hsa cre mrtf doubl __knockout __mice by deep sequenc with three biolog replic use illumina hiseq __mouse_ag mrtf dko __genotyp total rna embryon hindlimb muscl mus musculus skelet muscl
Yes|GSE74904|Done|WT vs. Mutant|transcription profiling by array|2019-05-31|79|240|effect of vitamin on ventricular myocardium gene express left ventricl|lrat __knockout __mice on vitamin suffici or defici diet were compar to __mouse_ag and gender match __genotyp __mice on vitamin suffici diet rna was isol from the left ventricl of the heart and one array was run for each sampl vitamin defici vitamin suffici male lrat __genotyp __genotyp total rna left ventricl of lrat __genotyp on vad left ventricl of lrat __genotyp on vas left ventricl of __genotyp mus musculus left ventricl acidifi water was suppli in water bottl custom vitamin defici vad csmd130c and suffici vas color code pellet diet were prepar by mp biomed solon oh the vas diet was same as vad but supplement with kg retinol palmit as sourc of vitamin anim were sacrif after day on the diet
